company_fyi,ticker,ticker_edgar,ticker_yfinance,yf_name,yf_exchange,cik,announcement_date,edgar_8k_date,layoff_count,layoff_pct,industry,country,source_url,match_src,confidence,mkt_cap_usd,currency,ticker_valid
HubSpot,HUBS,,HUBS,"HubSpot, Inc.",NYQ,,2024-01-24,,,,Marketing,United States,https://www.linkedin.com/posts/jcolman_hubspot-content-designers-open-to-work-activity-7156050968306991105-917M/,yfinance_only,MEDIUM,12804874381.347046,USD,True
SAP,SAP,,SAP,SAP  SE,NYQ,,2024-01-23,,8000.0,7%,Other,Germany,https://www.cnbc.com/2024/01/23/sap-plans-job-changes-or-buyouts-for-8000-employees-in-restructuring-plan.html,yfinance_only,MEDIUM,201503582402.99725,USD,True
eBay,EBAY,,EBAY,eBay Inc.,NMS,,2024-01-23,,1000.0,9%,Retail,United States,https://www.cnbc.com/2024/01/23/ebay-to-slash-about-1000-roles-or-approximately-9percent-of-full-time-employees.html,yfinance_only,MEDIUM,42094758758.54492,USD,True
Vroom,VRM,VRM,VRM,"Vroom, Inc.",NGM,1580864.0,2024-01-23,2024-01-22,800.0,90%,Transportation,United States,https://www.calcalistech.com/ctechnews/article/bktdjgakt,EDGAR_exact,HIGH,67158339.71404076,USD,True
2U,TWOUQ,TWOUQ,2U9.F,Pinterest Inc.                R,FRA,1459417.0,2024-01-22,2024-07-25,,,Education,United States,https://www.classcentral.com/report/2u-layoffs-2024/,EDGAR_exact,LOW_CONFLICT,,,False
Google,GOOG,,GOOG,Alphabet Inc.,NMS,,2024-01-22,,,,Consumer,United States,https://www.bloomberg.com/news/articles/2024-01-22/google-layoffs-saga-continues-as-alphabet-s-x-cuts-dozens-of-jobs-seeks-funds,yfinance_only,MEDIUM,3567405226165.7715,USD,True
SolarEdge,SEDG,SEDG,SEDG,"SolarEdge Technologies, Inc.",NMS,1419612.0,2024-01-21,2025-01-06,900.0,16%,Energy,Israel,https://www.calcalistech.com/ctechnews/article/rk4xlfcya,EDGAR_exact,HIGH,3131199449.691845,USD,True
Wayfair,W,W,W,Wayfair Inc.,NYQ,1616707.0,2024-01-19,2025-03-07,1650.0,13%,Retail,United States,https://www.cnbc.com/2024/01/19/wayfair-layoffs-home-goods-retailer-to-cut-1650-employees.html,EDGAR_exact,HIGH,9838776615.5,USD,True
Amazon,AMZN,,AMZN,"Amazon.com, Inc.",NMS,,2024-01-18,,30.0,,Retail,United States,https://www.cnbc.com/2024/01/18/-amazon-layoffs-hit-its-buy-with-prime-unit.html,yfinance_only,MEDIUM,2260452366220.8086,USD,True
Stitch Fix,SFIX,SFIX,SFIX,"Stitch Fix, Inc.",NMS,1576942.0,2024-01-18,2023-06-06,,,Retail,United States,https://www.retaildive.com/news/stitch-fix-ends-full-time-work-stylists-layoffs/704886/,EDGAR_exact,HIGH,462811357.1217823,USD,True
Google,GOOG,,GOOG,Alphabet Inc.,NMS,,2024-01-16,,,,Consumer,United States,https://www.businessinsider.com/google-is-laying-off-hundreds-of-employees-in-its-advertising-team-2024-1,yfinance_only,MEDIUM,3567405226165.7715,USD,True
New Work SE,,,,,,,2024-01-11,,400.0,,Consumer,Germany,https://www.new-work.se/de/newsroom/pressemitteilungen/2024-ad-hoc-2024-11-01,yfinance_only,NONE,,,
Playtika,PLTK,,PLTK,Playtika Holding Corp.,NMS,,2024-01-11,,300.0,10%,Consumer,Israel,https://www.calcalistech.com/ctechnews/article/skb6elt006,yfinance_only,MEDIUM,1039376002.0576138,USD,True
Cloudflare,NET,,NET,"Cloudflare, Inc.",NYQ,,2024-01-11,,40.0,,Security,United States,https://twitter.com/eastdakota/status/1745697840180191501,yfinance_only,MEDIUM,72307310040.1593,USD,True
888,8881.T,,8881.T,NISSHIN GROUP HLDGS CO LTD,JPX,,2024-01-11,,,,Consumer,Israel,https://www.calcalistech.com/ctechnews/article/skbqy9a00p,yfinance_only,MEDIUM,33720736362.0,JPY,True
Google,GOOG,,GOOG,Alphabet Inc.,NMS,,2024-01-10,,1000.0,,Consumer,United States,https://www.theverge.com/2024/1/11/24034124/google-layoffs-engineering-assistant-hardware,yfinance_only,MEDIUM,3567405226165.7715,USD,True
IAC,IAC,,IAC,IAC Inc.,NMS,,2024-01-10,,330.0,,Consumer,United States,https://www.bloomberg.com/news/articles/2024-01-10/iac-divests-mosaic-apps-to-bending-spoons-in-deal-valued-at-100-million-plus?embedded-checkout=true,yfinance_only,MEDIUM,3094998903.17276,USD,True
Amazon,AMZN,,AMZN,"Amazon.com, Inc.",NMS,,2024-01-10,,,,Retail,United States,https://www.reuters.com/technology/amazon-lay-off-employees-prime-video-studios-divisions-information-2024-01-10/,yfinance_only,MEDIUM,2260452366220.8086,USD,True
SoFi,SOFI,,SOFI,"SoFi Technologies, Inc.",NMS,,2024-01-10,,,4%,Finance,United States,https://twitter.com/SoFiIR/status/1745100766681960696,yfinance_only,MEDIUM,19932374121.442368,USD,True
Nevro,NVRO,NVRO,,,,1444380.0,2024-01-09,2024-01-09,63.0,5%,Healthcare,United States,https://www.marketwatch.com/story/nevro-laying-off-63-employees-revenue-to-beat-analyst-estimates-107a85d7,EDGAR_exact,MEDIUM,,,False
Rent the Runway,RENT,RENT,RENT,"Rent the Runway, Inc.",NGM,1468327.0,2024-01-09,2024-01-09,37.0,10%,Retail,United States,https://www.wsj.com/business/retail/rent-the-runway-to-cut-about-10-of-corporate-jobs-lose-operating-chief-f7bc74b3,EDGAR_exact,HIGH,165720225.67955208,USD,True
EVBox,,,,,,,2024-01-09,,,,Energy,Netherlands,https://news.evbox.com/en-WW/233459-evbox-commences-efficiency-enhancement-program-to-streamline-organization,yfinance_only,NONE,,,
Unity,U,,U,Unity Software Inc.,NYQ,,2024-01-08,,1800.0,25%,Other,United States,https://www.reuters.com/technology/unity-software-cutting-25-staff-company-reset-continuation-2024-01-08/,yfinance_only,MEDIUM,9581807015.407928,USD,True
NuScale Power,SMR,,SMR,NuScale Power Corporation,NYQ,,2024-01-08,,154.0,28%,Energy,United States,https://www.oregonlive.com/business/2024/01/oregon-nuclear-power-company-nuscale-acknowledges-layoffs-says-154-workers-lost-their-jobs.html,yfinance_only,MEDIUM,3268868320.1024723,USD,True
MeridianLink,MLNK,MLNK,,,,1834494.0,2024-01-08,2023-02-28,,9%,Finance,United States,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001834494/6c1d7f9a-f5ef-4c32-bb54-d5915b81d77e.pdf,EDGAR_exact,MEDIUM,,,False
NanoString Technologies,,,,,,1401708.0,2024-01-06,2024-01-05,50.0,9%,Healthcare,United States,https://www.geekwire.com/2024/nanostring-technologies-to-cut-9-of-workforce-gets-delisting-warning-from-nasdaq/,EDGAR_exact,NONE,,,
Cue Health,HLTHQ,,HLTHQ,Cue Health Inc.,PNK,,2024-01-05,,94.0,13%,Healthcare,United States,https://www.360dx.com/business-news/cue-health-lays-94-people-fda-declines-grant-covidflu-test-eua,yfinance_only,MEDIUM,159.09181359833178,USD,True
Xerox,XRX,,XRX,Xerox Holdings Corporation,NMS,,2024-01-03,,3000.0,15%,Hardware,United States,https://www.cnbc.com/2024/01/03/xerox-layoffs-company-to-cut-15percent-of-workforce.html,yfinance_only,MEDIUM,162058431.81340504,USD,True
Ocado,OCDO.L,,OCDO.L,OCADO GROUP PLC ORD 2P,LSE,,2023-12-31,,1000.0,,Food,United Kingdom,https://www.thetimes.com/business-money/entrepreneurs/article/ocado-reduced-staff-numbers-amid-difficult-times-for-online-grocers-xrxknd58s,yfinance_only,MEDIUM,151004649933.68073,GBp,True
Intel,INTC,INTC,INTC,Intel Corporation,NMS,50863.0,2023-12-21,2024-08-01,311.0,,Hardware,United States,https://www.theregister.com/2023/12/21/intel_gifts_311_cali_workers/,EDGAR_exact,HIGH,241159115121.67712,USD,True
Kaspien,,,,,,795212.0,2023-12-19,2023-12-18,,100%,Retail,United States,https://www.geekwire.com/2023/kaspien-a-e-commerce-company-previously-known-as-etailz-is-shutting-down/,EDGAR_exact,NONE,,,
Enphase Energy,ENPH,,ENPH,"Enphase Energy, Inc.",NGM,,2023-12-18,,350.0,10%,Energy,United States,https://enphase.com/blog/employees/dec-2023-message-from-our-ceo,yfinance_only,MEDIUM,5018462631.287262,USD,True
Arm Holdings,ARM,,ARM,Arm Holdings plc,NMS,,2023-12-18,,70.0,,Hardware,China,https://www.bloomberg.com/news/articles/2023-12-18/arm-lays-off-over-70-engineers-in-china-relocating-roles,yfinance_only,MEDIUM,164684125873.13983,USD,True
Delivery Hero,DHER.DE,,DHER.DE,Delivery Hero SE              N,GER,,2023-12-18,,,,Food,Germany,https://www.bloomberg.com/news/articles/2023-12-18/delivery-hero-closes-hubs-in-taiwan-turkey-in-push-to-cut-costs,yfinance_only,MEDIUM,4798859872.118826,EUR,True
eBay,EBAY,,EBAY,eBay Inc.,NMS,,2023-12-17,,20.0,,Retail,Israel,https://www.calcalistech.com/ctechnews/article/h1d3zchia,yfinance_only,MEDIUM,42094758758.54492,USD,True
Invitae,,,,,,1501134.0,2023-12-13,2023-12-14,235.0,15%,Healthcare,United States,https://sfstandard.com/2023/12/19/tech-layoffs-san-francisco-invitae/,EDGAR_exact,NONE,,,
Etsy,ETSY,ETSY,ETSY,"Etsy, Inc.",NYQ,1370637.0,2023-12-13,2023-12-13,225.0,11%,Retail,United States,https://www.cnbc.com/2023/12/13/etsy-laying-off-11percent-of-staff-citing-competitive-environment.html,EDGAR_exact,HIGH,4932339390.220734,USD,True
Analog Devices,ADI,,ADI,"Analog Devices, Inc.",NMS,,2023-12-13,,111.0,,Manufacturing,United States,https://www.bizjournals.com/sanjose/news/2023/12/13/layoffs-come-to-analog-devices-as-111.html,yfinance_only,MEDIUM,156508482095.58426,USD,True
TomTom,TOM2.AS,,TOM2.AS,TOMTOM,AMS,,2023-12-12,,45.0,,Transportation,Poland,https://businessinsider.com.pl/wiadomosci/tomtom-oglosil-zwolnienia-grupowe-wszystko-przez-sztuczna-inteligencje/czlqpyz,yfinance_only,MEDIUM,536818805.6859002,EUR,True
SmileDirectClub,SDCCQ,,SDCCQ,"SmileDirectClub, Inc.",PNK,,2023-12-09,,,100%,Healthcare,United States,https://www.cnn.com/2023/12/09/business/smiledirectclub-shutdown-bankruptcy/index.html,yfinance_only,MEDIUM,40260.7650829275,USD,True
Rivian,RIVN,,RIVN,"Rivian Automotive, Inc.",NMS,,2023-12-07,,20.0,,Transportation,United States,https://www.theinformation.com/articles/exclusive-from-the-electric-rivian-becomes-the-latest-to-lay-off-battery-workers,yfinance_only,MEDIUM,18540386926.91996,USD,True
Bill.com,0A75.L,,0A75.L,BILL.COM HOLDINGS INC BILL COM ,LSE,,2023-12-05,,,15%,Finance,United States,https://www.investing.com/news/stock-market-news/bill-gains-on-plans-to-cut-workforce-by-15-432SI-3249756,yfinance_only,MEDIUM,,,False
Spotify,SPOT,,SPOT,Spotify Technology S.A.,NYQ,,2023-12-04,,1500.0,17%,Media,Sweden,https://www.cnbc.com/2023/12/04/spotify-to-lay-off-17percent-of-employees-ceo-daniel-ek-says.html,yfinance_only,MEDIUM,96766760633.96973,USD,True
TuSimple,TSPH,TSPH,,,,1823593.0,2023-12-04,2023-12-04,150.0,,Transportation,United States,https://www.morningstar.com/news/marketwatch/20231204801/autonomous-truck-company-tusimple-to-wind-down-us-operations-slash-jobs,EDGAR_exact,MEDIUM,67533334.61287844,USD,True
Twilio,TWLO,TWLO,TWLO,Twilio Inc.,NYQ,1447669.0,2023-12-04,2023-02-13,,5%,Other,United States,https://www.bloomberg.com/news/articles/2023-12-04/twilio-to-cut-another-5-of-workforce-in-third-round-of-layoffs,EDGAR_exact,HIGH,19779409384.64833,USD,True
Domo,DOMO,,DOMO,"Domo, Inc.",NGM,,2023-11-30,,,7%,Data,United States,https://finance.yahoo.com/news/q3-2024-domo-inc-earnings-134921438.html,yfinance_only,MEDIUM,119961667.2565422,USD,True
Unity,U,,U,Unity Software Inc.,NYQ,,2023-11-28,,265.0,4%,Other,United States,https://www.reuters.com/technology/unity-software-cut-38-staff-company-reset-2023-11-28/,yfinance_only,MEDIUM,9581807015.407928,USD,True
Presto,NPK,,NPK,"National Presto Industries, Inc",NYQ,,2023-11-20,,,17%,Food,United States,https://investor.presto.com/news-releases/news-release-details/presto-automation-announces-fiscal-first-quarter-2024-financial,yfinance_only,MEDIUM,1016549900.9072266,USD,True
Amazon,AMZN,,AMZN,"Amazon.com, Inc.",NMS,,2023-11-17,,,,Retail,United States,https://www.geekwire.com/2023/amazon-will-cut-several-hundred-more-jobs-on-alexa-team-as-it-discontinues-some-initiatives/,yfinance_only,MEDIUM,2260452366220.8086,USD,True
Sonos,SONO,SONO,SONO,"Sonos, Inc.",NMS,1314727.0,2023-11-16,2025-02-24,,,Consumer,United States,https://www.bloomberg.com/news/articles/2023-11-16/sonos-plans-to-cut-jobs-as-it-prepares-push-into-headphones,EDGAR_exact,HIGH,1658372886.3164816,USD,True
Singular Genomics,,,,,,,2023-11-15,,,10%,Healthcare,United States,https://www.genomeweb.com/sequencing/singular-genomics-lays-10-percent-workforce-adjusts-product-roadmap,yfinance_only,NONE,,,
Chewy,CHWY,,CHWY,"Chewy, Inc.",NYQ,,2023-11-14,,200.0,,Retail,United States,https://techcrunch.com/2023/11/14/online-pet-goods-retailer-chewy-lays-off-200-employees/,yfinance_only,MEDIUM,11091941131.369225,USD,True
Sarcos,,,,,,,2023-11-14,,150.0,,Aerospace,United States,https://www.bizjournals.com/pittsburgh/inno/stories/profiles/2023/11/14/sarcos-robotics-to-close-pittsburgh-office.html,yfinance_only,NONE,,,
Markforged,,,,,,,2023-11-14,,,,Manufacturing,United States,https://www.bizjournals.com/boston/news/2023/11/14/markforged-layoffs-2023-macroeconomic-headwinds.html,yfinance_only,NONE,,,
Amazon,AMZN,,AMZN,"Amazon.com, Inc.",NMS,,2023-11-13,,180.0,,Retail,United States,https://www.cnbc.com/2023/11/13/amazon-cuts-more-than-180-jobs-in-gaming-division.html,yfinance_only,MEDIUM,2260452366220.8086,USD,True
TripAdvisor,TRIP,,TRIP,"TripAdvisor, Inc.",NMS,,2023-11-12,,125.0,4%,Travel,United States,https://skift.com/2023/11/12/tripadvisor-laid-off-4-of-its-workforce-and-more-cuts-are-on-the-way/,yfinance_only,MEDIUM,1252088315.1496992,USD,True
Snap,SNAP,SNAP,SNAP,Snap Inc.,NYQ,1564408.0,2023-11-08,2022-08-31,20.0,,Consumer,United States,https://www.theinformation.com/articles/snap-lays-off-product-managers-as-spiegel-revamps-workforce,EDGAR_exact,HIGH,8275864912.071013,USD,True
Amazon,AMZN,,AMZN,"Amazon.com, Inc.",NMS,,2023-11-08,,,,Retail,United States,https://www.reuters.com/technology/amazon-says-cuts-jobs-music-streaming-unit-2023-11-08/,yfinance_only,MEDIUM,2260452366220.8086,USD,True
BigCommerce,BIGC,BIGC,BI1.MU,Commerce.com Inc.             R,MUN,1626450.0,2023-11-08,2023-11-08,,7%,Retail,United States,https://www.pymnts.com/news/ecommerce/2023/bigcommerce-cuts-staff-amid-ecommerce-headwinds/,EDGAR_exact,LOW_CONFLICT,,,False
Google,GOOG,,GOOG,Alphabet Inc.,NMS,,2023-11-08,,,,Consumer,United States,https://www.theinformation.com/briefings/google-lays-off-some-user-support-staff,yfinance_only,MEDIUM,3567405226165.7715,USD,True
Oportun,OPRT,,OPRT,Oportun Financial Corporation,NMS,,2023-11-07,,185.0,7%,Finance,United States,https://finance.yahoo.com/news/oportun-lay-off-18-corporate-021807823.html,yfinance_only,MEDIUM,203366232.39897728,USD,True
Zillow,Z,,Z,"Zillow Group, Inc.",NMS,,2023-11-07,,23.0,,Real Estate,United States,https://www.realestatenews.com/2023/11/07/zillow-confirms-layoffs-affecting-a-small-number-of-roles,yfinance_only,MEDIUM,9805429978.302906,USD,True
Nextdoor,NXDR,,NXDR,"Nextdoor Holdings, Inc.",NYQ,,2023-11-07,,,25%,Consumer,United States,https://investors.nextdoor.com/news/news-details/2023/Nextdoor-Reports-Third-Quarter-2023-Results/,yfinance_only,MEDIUM,548951984.4514033,USD,True
F5,FFIV,FFIV,FFIV,"F5, Inc.",NMS,1048695.0,2023-11-03,2023-06-09,120.0,2%,Security,United States,https://www.geekwire.com/2023/seattle-cloud-giant-f5-lays-off-120-employees/,EDGAR_exact,HIGH,16796198707.402618,USD,True
NIO,NIO,,NIO,NIO Inc.,NYQ,,2023-11-03,,,10%,Transportation,China,https://www.bloomberg.com/news/articles/2023-11-03/chinese-ev-maker-nio-to-cut-10-of-staff-positions-and-may-spin-off-businesses#xj4y7vzkg,yfinance_only,MEDIUM,15677686353.096539,USD,True
Viasat,VSAT,VSAT,VSAT,"ViaSat, Inc.",NMS,797721.0,2023-11-02,2023-11-02,800.0,10%,Other,United States,https://news.bloomberglaw.com/bankruptcy-law/viasat-to-cut-global-workforce-by-approximately-10,EDGAR_exact,HIGH,6143654205.051319,USD,True
Beyond Meat,BYND,BYND,BYND,"Beyond Meat, Inc.",NMS,1655210.0,2023-11-02,2023-11-08,65.0,8%,Food,United States,https://investors.beyondmeat.com/news-releases/news-release-details/beyond-meatr-provides-select-third-quarter-financial-results,EDGAR_exact,HIGH,281286755.60335445,USD,True
Sportradar,SRAD,,SRAD,Sportradar Group AG,NMS,,2023-11-02,,,10%,Data,Switzerland,https://www.sportspromedia.com/news/sportradar-job-cuts-sports-data/?zephr_sso_ott=VfONzi,yfinance_only,MEDIUM,4921675890.687481,USD,True
Informatica,,,,,,,2023-11-01,,545.0,10%,Data,United States,https://www.barrons.com/articles/informatica-buyback-earnings-6cc15b80,yfinance_only,NONE,,,
Splunk,,,,,,,2023-11-01,,500.0,7%,Data,United States,https://www.cnbc.com/2023/11/01/splunk-layoffs-7percent-of-workforce-to-be-cut-ahead-of-cisco-acquisition.html,yfinance_only,NONE,,,
Hippo Insurance,,,,,,,2023-10-26,,120.0,20%,Finance,United States,https://www.theinsurer.com/news/hippo-undertakes-another-round-of-job-cuts-impacting-70-roles/,yfinance_only,NONE,,,
F-Secure,FSECURE.HE,,FSECURE.HE,F-Secure Oyj,HEL,,2023-10-25,,70.0,,Security,Finland,https://yle.fi/a/74-20056883,yfinance_only,MEDIUM,283724275.1399313,EUR,True
LegalZoom,LZ,,LZ,"LegalZoom.com, Inc.",NMS,,2023-10-19,,100.0,,Legal,United States,https://www.bizjournals.com/austin/news/2023/10/19/legal-zoom-layoffs-williamson-county-warn-notice.html,yfinance_only,MEDIUM,1010440436.7883816,USD,True
Google,GOOG,,GOOG,Alphabet Inc.,NMS,,2023-10-18,,40.0,,Consumer,United States,https://www.cnbc.com/2023/10/18/google-cuts-dozens-of-jobs-in-news-division-.html,yfinance_only,MEDIUM,3567405226165.7715,USD,True
Expedia,EXPE,,EXPE,"Expedia Group, Inc.",NMS,,2023-10-17,,100.0,,Travel,United States,https://skift.com/2023/10/17/expedia-laid-off-around-100-employees-in-second-round-of-job-cuts/,yfinance_only,MEDIUM,27897514311.541946,USD,True
Qualcomm,QCOM,,QCOM,QUALCOMM Incorporated,NMS,,2023-10-12,,1258.0,2%,Hardware,United States,https://www.cnbc.com/2023/10/12/qualcomm-to-cut-roughly-1258-jobs-in-california.html,yfinance_only,MEDIUM,135940779278.794,USD,True
Lending Club,,,,,,,2023-10-12,,172.0,14%,Finance,United States,https://www.bloomberg.com/news/articles/2023-10-12/lendingclub-plans-to-cut-172-jobs-reports-preliminary-results?embedded-checkout=true,yfinance_only,NONE,,,
MariaDB,,,,,,,2023-10-12,,84.0,28%,Data,United States,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001929589/000155837023016381/mrdb-20231012x8k.htm,yfinance_only,NONE,,,
Stitch Fix,SFIX,SFIX,SFIX,"Stitch Fix, Inc.",NMS,1576942.0,2023-10-09,2023-06-06,558.0,,Retail,United States,https://www.retaildive.com/news/stitch-fix-layoffs-dallas-distribution-center-closures/695985/,EDGAR_exact,HIGH,462811357.1217823,USD,True
Juniper Networks,,,,,,,2023-10-06,,440.0,4%,Hardware,United States,https://www.lightreading.com/finance/juniper-networks-to-layoff-440-employees-at-a-cost-of-59m,yfinance_only,NONE,,,
Shift,SFTGQ,SFTGQ,FOUR,"Shift4 Payments, Inc.",NYQ,1762322.0,2023-10-06,2024-09-26,,100%,Transportation,United States,https://www.marketwatch.com/story/shift-technologies-files-for-bankruptcy-amid-wind-down-33602dbf,EDGAR_exact,LOW_CONFLICT,,,False
Enovix,ENVX,ENVX,ENVX,Enovix Corporation,NMS,1828318.0,2023-10-05,2023-10-03,185.0,,Energy,United States,https://www.theinformation.com/articles/the-electric-enovix-lays-off-185-engineers-and-shifts-most-of-its-operations-to-malaysia,EDGAR_exact,HIGH,1079605431.1644983,USD,True
Arrival,ARVLF,,ARVLF,Arrival,PNK,,2023-10-05,,,25%,Transportation,United Kingdom,https://techcrunch.com/2023/10/10/cash-strapped-ev-maker-arrival-lays-off-yet-more-workers/,yfinance_only,MEDIUM,1837.5107535805728,USD,True
Bird,BIRD,,BIRD,"Allbirds, Inc.",NMS,,2023-10-04,,,,Transportation,United States,https://techcrunch.com/2023/10/04/bird-lays-off-staff-after-spin-acquisition-to-reduce-redundancies/,yfinance_only,MEDIUM,21518300.100086212,USD,True
Block,XYZ,,XYZ,"Block, Inc.",NYQ,,2023-10-04,,,,Finance,United States,https://www.afr.com/technology/afterpay-s-block-begins-layoffs-after-stock-crashes-20231004-p5e9pe,yfinance_only,MEDIUM,36180374656.33392,USD,True
Meta,META,,META,"Meta Platforms, Inc.",NMS,,2023-10-04,,,,Consumer,United States,https://www.reuters.com/technology/meta-lay-off-employees-metaverse-silicon-unit-wednesday-2023-10-03/,yfinance_only,MEDIUM,1465194362007.3398,USD,True
IronNet,,,,,,1777946.0,2023-10-02,2022-09-15,,100%,Security,United States,https://techcrunch.com/2023/10/02/ironnet-founded-by-former-nsa-director-shuts-down-and-lays-off-staff/,EDGAR_exact,NONE,,,
Sono Motors,,,,,,,2023-10-02,,,,Transportation,Germany,https://www.linkedin.com/feed/update/urn:li:activity:7114544303233740800/,yfinance_only,NONE,,,
2U,TWOUQ,TWOUQ,2U9.F,Pinterest Inc.                R,FRA,1459417.0,2023-09-28,2024-07-25,,,Education,United States,https://2u.com/latest/organizational-changes-2u/,EDGAR_exact,LOW_CONFLICT,,,False
Snap,SNAP,SNAP,SNAP,Snap Inc.,NYQ,1564408.0,2023-09-27,2022-08-31,170.0,,Consumer,United States,https://newsroom.snap.com/ar-enterprise-strategic-review,EDGAR_exact,HIGH,8275864912.071013,USD,True
Roblox,RBLX,,RBLX,Roblox Corporation,NYQ,,2023-09-22,,30.0,,Consumer,United States,https://techcrunch.com/2023/09/21/roblox-cuts-30-on-talent-acquisition-team-as-hiring-slows/,yfinance_only,MEDIUM,40842730245.58972,USD,True
Robinhood,HOOD,,HOOD,"Robinhood Markets, Inc.",NMS,,2023-09-21,,,,Finance,United States,https://www.businessinsider.com/robinhood-layoffs-reorganization-credit-cards-shrinking-user-base-insiders-say-2023-9,yfinance_only,MEDIUM,63120621772.40463,USD,True
